<DOCUMENT 1> 
500 risk_NN
501 ._.
502 This_DT
503 impact_NN
504 corresponds_NNS
505 to_TO
506 the_DT
507 increase_NN
508 obtained_VBN
509 on_IN
510 the_DT
511 40_CD
512 )_-RRB-
513 overall|ADJ_NN
514 risk_NN
515 ,_,
516 yielding_VBG
517 an_DT
518 7]_CD
519 infinitely|ADV_NN
520 41_CD
521 )_-RRB-
522 small|ADJ_NN
523 increment_NN
524 in_IN
525 a_DT
526 42_CD
527 )_-RRB-
528 marginal|ADJ_NN
529 risk_NN
530 ._.
531 Euler’s_NNS
532 method_NN
533 is_VBZ
534 8]_.
535 very|ADV_RB
536 43_CD
537 )_-RRB-
538 present|ADJ_NN
539 in_IN
540 the_DT
541 literature_NN
542 ._.
543 44_CD
544 )_-RRB-
545 Several|ADJ_NN
546 papers_NNS
547 analyze_VB
548 its_PRP$
549 properties_NNS
550 (_-LRB-
551 RORAC_NNP
552 compatibility_NN
553 [_NN
554 6_CD
555 ]_SYM
556 ,_,
557 [_NN
558 23_CD
559 ]_SYM
560 ,_,
561 Coherence_NN
562 [_NN
563 5_CD
564 ]_SYM
565 ,_,
566 ..._:
567 )_-RRB-
568 under_IN
569 45_CD
570 )_-RRB-
571 different|ADJ_NN
572 assumptions_NNS
573 (_-LRB-
574 Tasche_NNP
575 (_-LRB-
576 2004_CD
577 )_-RRB-
578 [_NN
579 20_CD
580 ]_SYM
581 ,_,
582 Balog_NNP
583 (_-LRB-
584 2011_CD
585 )_-RRB-
586 [_NN
587 2_CD
588 ]_SYM
589 )_-RRB-
590 ._.
591 Its_PRP$
592 fame_NN
593 is_VBZ
594 46_CD
595 )_-RRB-
596 due|ADJ_NN
597 to_TO
598 the_DT
599 existence_NN
600 of_IN
601 47_CD
602 )_-RRB-
603 economic|ADJ_NN
604 arguments_NNS
605 that_WDT
606 can_MD
607 justify_VB
608 its_PRP$
609 use_NN
610 to_TO
611 develop_VB
612 allocation_NN
613 rules_NNS
614 ._.
615 9]_CD
616 Finally|ADV_NNP
617 ,_,
618 Aumann-Shapley_.
619 method_NN
620 is_VBZ
621 a_DT
622 48_CD
623 )_-RRB-
624 continuous|ADJ_NN
625 generalization_NN
626 of_IN
627 Shapley_NNP
628 method_NN
629 ._.
630 Its_PRP$
631 principle_NN
632 is_VBZ
633 based_VBN
634 on_IN
635 the_DT
636 value_NN
637 introduced_VBN
638 by_IN
639 Aumann_NNP
640 and_CC
641 Shaplay_NNP
642 in_IN
643 game_NN
644 theory_NN
645 ._.
646 Denault_NN
647 [_NN
648 10_CD
649 ]_SYM
650 analyzes_NNS
651 this_DT
652 method_NN
653 and_CC
654 its_PRP$
655 application_NN
656 to_TO
657 capital_NN
658 allocation_NN
659 ._.
660 These_DT
661 three_CD
662 capital_NN
663 allocation_NN
664 principles_NNS
665 rely_VB
666 on_IN
667 49_CD
668 )_-RRB-
669 different|ADJ_NN
670 risk_NN
671 measures_NNS
672 ._.
673 The_DT
674 coherence_NN
675 of_IN
676 the_DT
677 allocation_NN
678 method_NN
679 depends_VBZ
680 on_IN
681 the_DT
682 properties_NNS
683 of_IN
684 the_DT
685 selected_VBN
686 risk_NN
687 measure_NN
688 ._.
689 50_CD
690 )_-RRB-
691 Several|ADJ_NN
692 papers_NNS
693 deal_NN
694 with_IN
695 capital_NN
696 allocation_NN
697 coherence_NN
698 based_VBN
699 on_IN
700 the_DT
701 properties_NNS
702 of_IN
703 the_DT
704 risk_NN

705 measure_NN

706 used_VBN
707 ._.
708 We_PRP
709 quote_NN
710 as_IN
711 examples_NNS
712 ,_,
713 Fischer_NNP
714 (_-LRB-
715 2003_CD
716 )_-RRB-
Average: 12741.4 sent/s 
717 [_NN
718 12_CD
Total: 739 sent
719 ]_SYM
720 ,_,
Runtime: 0.058s
721 Bush_NNP
722 and_CC
723 Dorfleitner_NNP
724 (_-LRB-
725 2008_CD
726 )_-RRB-
727 [_NN
728 5_CD
729 ]_SYM
730 ,_,
731 and_CC
732 Kalkbrener_NN
733 (_-LRB-
734 2009_CD
735 )_-RRB-
736 [_NN
737 16_CD
738 ]_SYM
739 ._.
<DOCUMENT 4>
1 Lecturers_NNS
2 are_VBP
3 non-tenure_NN
4 track_NN
5 adjunct-faculty_NN
6 members_NNS
7 ._.
8 They_PRP
9 say_VB
10 that_WDT
11 they_PRP
12 are_VBP
13 not_RB
14 treated_VBN
15 like_IN
16 professionals_NNS
17 ,_,
18 even_RB
19 though_IN
20 they_PRP
21 teach_VB
22 classes_NNS
23 ,_,
24 engage_VB
25 in_IN
26 writing_VBG
27 and_CC
28 research_NN
29 ,_,
30 and_CC
31 hold_NN
32 advanced_VBN
33 degrees_NNS
34 from_IN
35 top_NN
36 universities_NNS
37 ._.
38 Across_IN
39 the_DT
40 University_NNP
41 of_IN
42 California_NNP
43 system_NN
44 about_IN
45 one-third_NN
46 of_IN
47 all_PDT
48 classes_NNS
49 are_VBP
50 taught_VBN
51 by_IN
52 Lecturers_NNS
53 ,_,
54 and_CC
55 contingent_NN
56 faculty_NN
57 members_NNS
58 teach_VB
59 over_IN
60 half_NN
61 of_IN
62 the_DT
63 UC_.
64 's_POS
65 undergraduate_NN
66 credit_NN
67 hours_NNS
68 in_IN
69 total_NN
70 ,_,
71 if_IN
72 graduate_NN
73 student_NN
74 teachers_NNS
75 are_VBP
76 included_VBN
77 in_IN
78 the_DT
79 equation_NN
80 ._.
81 The_DT
82 majority_NN
83 of_IN
84 Lecturers_NNS
85 are_VBP
86 hired_VBN
87 year-by-year_NN
88 or_CC
89 quarter-by-quarter_NN
90 as_IN
91 "temp_NN
92 "_``
93 workers_NNS
94 ,_,
95 which_WDT
96 leaves_NNS
97 them_PRP
98 with_IN
99 no_UH
100 job_NN
101 security_NN
102 ._.
103 Additionally_RB
104 ,_,
105 a_DT
106 full-time_JJ
107 Lecturer_NNP
108 's_POS
109 workload_NN
110 is_VBZ
111 typically_RB
112 twice_RB
113 that_WDT
114 of_IN
115 a_DT
116 tenure_NN
117 track_NN
118 professor_NN
119 ,_,
120 yet_CC
121 they_PRP
122 are_VBP
123 paid_VBN
124 significantly_RB
125 less_RBR
126 ._.
127 Many_JJ
128 of_IN
129 the_DT
130 picket_NN
131 signs_NNS
132 displayed_VBN
133 at_IN
134 the_DT
135 picnic_NN
136 communicated_VBN
137 around_IN
138 the_DT
139 theme_NN
140 of_IN
141 precarity_NN
142 ._.
143 One_CD
144 such_JJ
145 message_NN
146 ,_,
147 "_``
148 A_DT
149 Precarious_.
150 Faculty_NN
151 =_SYM
152 A_DT
153 Precarious_.
154 University_NNP
155 ,_,
156 "_``
157 was_VBD
158 emblazoned_VBN
159 on_IN
160 a_DT
161 gold_NN
162 flag_NN
163 along_IN
164 with_IN
165 the_DT
166 stencil_NN
167 of_IN
168 a_DT
169 fist_NN
170 holding_VBG
171 a_DT
172 pencil_NN
173 ._.
174 Precarity_NN
175 has_VBZ
176 been_VBN
177 defined_VBN
178 as_IN
179 a_DT
180 condition_NN
181 of_IN
182 instability_NN
183 in_IN
184 the_DT
185 workforce_NN
186 created_VBN
187 in_IN
188 postindustrial_NN
189 societies_NNS
190 when_WRB
191 management_NN
192 seeks_VBZ
193 to_TO
194 increase_NN
195 its_PRP$
196 own_JJ
197 strength_NN
198 by_IN
199 limiting_VBG
200 job_NN
201 opportunities_NNS
202 to_TO
203 temporary_JJ
204 and_CC
205 or_CC
206 part-time_JJ
207 work_NN
208 ._.
209 In_IN
210 February_NNP
211 ,_,
212 organizers_NNS
213 of_IN
214 the_DT
215 National_NNP
216 Adjunct_VB
217 Day_NN
218 of_IN
219 Action_NNP
220 adopted_VBN
221 "_``
222 Saint_NNP
223 Precaria_NNP
224 "_``
225 as_IN
226 their_PRP$
227 "icon_NN
228 saint_NN
229 "_``
230 and_CC
231 individuals_NNS
232 at_IN
233 UC_.
234 Santa_NNP
235 Cruz_NNP
236 continue_VB
237 to_TO
238 develop_VB
239 themes_NNS
240 surrounding_VBG
241 precarity_NN
242 ._.
243 "_``
244 All_PDT
245 these_DT
246 movements_NNS
247 that_WDT
248 we_PRP
249 are_VBP
250 building_VBG
251 together_RB
252 are_VBP
253 really_RB
254 interconnected_VBN
255 ,_,
256 all_PDT
257 the_DT
258 student_NN
259 movements_NNS
260 and_CC
261 the_DT
262 union_NN
263 movements_NNS
264 that_WDT
265 we_PRP
266 have_VB
267 been_VBN
268 working_VBG
269 on_IN
270 for_IN
271 many_JJ
272 years_NNS
273 together_RB
274 ,_,
275 "_``
276 explained_VBN
277 Josh_NNP
278 Brahinsky_NNP
279 at_IN
280 a_DT
281 mid-day_NN
282 rally_NN
283 held_VBN
284 at_IN
285 the_DT
286 picnic_NN
287 ._.
288 Brahinsky_NNP
289 teaches_VBZ
290 courses_NNS
291 at_IN
292 both_CC
293 UC_.
294 Santa_NNP
295 Cruz_NNP
296 and_CC
297 San_NNP
298 Jose_NNP
299 State_NN
300 University_NNP
301 ._.
302 "_``
303 We_PRP
304 're_VBP
305 all_PDT
306 facing_VBG
307 a_DT
308 certain_JJ
309 kind_NN
310 of_IN
311 neo-liberal_JJ
312 budget_NN
313 where_WRB
314 they_PRP
315 play_NN
316 with_IN
317 it_PRP
318 ,_,
319 and_CC
320 mess_NN
321 with_IN
322 the_DT
323 money_NN
324 ,_,
325 "_``
326 he_PRP
327 said_VBD
328 ._.
329 "_``
330 They_PRP
331 do_VB
332 n't_RB
333 spend_VB
334 the_DT
335 money_NN
336 on_IN
337 undergraduate_NN
338 education_NN
339 ,_,
340 which_WDT
341 is_VBZ
342 what_WP
343 we_PRP
344 are_VBP
345 all_PDT
346 here_RB
347 to_TO
348 make_VB
349 happen_VB
350 ._.
351 "_``
352 Brahinsky_NNP
353 said_VBD
354 that_WDT
355 the_DT
356 University_NNP
357 of_IN
358 California_NNP
359 has_VBZ
360 ,_,
361 "made_NN
362 a_DT
363 priority_NN
364 out_IN
365 of_IN
366 administrative_JJ
367 spending_VBG
368 ,_,
369 "_``
370 noting_VBG
371 that_WDT
372 it_PRP
373 has_VBZ
374 increased_VBN
375 by_IN
376 over_IN
377 250_CD
378 %_NN
379 in_IN
380 the_DT
381 last_JJ
382 20_CD
383 years_NNS
384 ._.
385 The_DT
386 growth_NN
387 of_IN
388 faculty_NN
389 spending_VBG
390 over_IN
391 the_DT
392 same_JJ
393 time_NN
394 period_NN
395 has_VBZ
396 only_RB
397 increased_VBN
398 by_IN
399 50_CD
400 %_NN
401 ,_,
402 he_PRP
403 said_VBD
404 ,_,
405 adding_VBG
406 that_WDT
407 20_CD
408 years_NNS
409 ago_RB
410 there_EX
411 were_VBD
412 five_CD
413 faculty_NN
414 members_NNS
415 for_IN
416 every_DT
417 two_CD
418 administrators_NNS
419 ,_,
420 but_CC
421 the_DT
422 figure_NN
423 has_VBZ
424 shifted_VBN
425 dramatically_RB
426 ,_,
427 and_CC
428 presently_RB
429 there_EX
430 are_VBP
431 only_RB
432 five_CD
433 faculty_NN
434 members_NNS
435 for_IN
436 every_DT
437 six_CD
438 administrators_NNS
439 ,_,
440 on_IN
441 average_NN
442 ._.
443 
 <DOCUMENT 5>
1 Conventional_JJ
2 silicon_NN
3 based_VBN
4 computing_VBG
5 has_VBZ
6 been_VBN
7 successful_JJ
8 over_IN
9 the_DT
10 past_NN
11 several_JJ
12 decades_NNS
13 ._.
14 It_PRP
15 is_VBZ
16 fast_RB
17 ,_,
18 flexible_JJ
19 ,_,
20 and_CC
21 well_RB
22 understood_VBN
23 ._.
24 But_CC
25 it_PRP
26 has_VBZ
27 reached_VBN
28 its_PRP$
29 limitations_NNS
30 of_IN
31 design_NN
32 complexity_NN
33 ,_,
34 processing_VBG
35 power_NN
36 ,_,
37 memory_NN
38 ,_,
39 energy_NN
40 consumption_NN
41 ,_,
42 density_NN
43 and_CC
44 heat_NN
45 dissipation_NN
46 ._.
47 Alternatives_.
48 to_TO
49 these_DT
50 traditional_JJ
51 methods_NNS
52 of_IN
53 building_VBG
54 computers_NNS
55 have_VB
56 been_VBN
57 proposed_VBN
58 and_CC
59 in_IN
60 recent_JJ
61 past_NN
62 molecular_JJ
63 computing_VBG
64 has_VBZ
65 gained_VBN
66 considerable_JJ
67 attention_NN
68 for_IN
69 non-silicon_NN
70 based_VBN
71 computing_VBG
72 which_WDT
73 can_MD
74 overcome_VBN
75 conventional_JJ
76 computation_NN
77 problems_NNS
78 ._.
79 The_DT
80 Watson-Crick_NNP
81 base_NN
82 pairing_VBG
83 makes_NNS
84 DNA_NN
85 a_DT
86 powerful_JJ
87 tool_NN
88 for_IN
89 engineering_NN
90 at_IN
91 nano-scale_NN
92 [Adleman_NN
93 ,_,
94 1994_CD
95 ;_:
96 Benenson_NNP
97 et_FW
98 al_NN
99 ._.
100 ,_,
101 2001_CD
102 ;_:
103 Green_NN
104 et_FW
105 al_NN
106 ._.
107 ,_,
108 2006_CD
109 ;_:
110 Winfree_NNP
111 et_FW
112 al_NN
113 ._.
114 ,_,
115 1998]_CD
116 ._.
117 The_DT
118 behaviour_NN
119 of_IN
120 DNA_NN
121 molecules_NNS
122 can_MD
123 be_VB
124 predicted_VBN
125 ,_,
126 and_CC
127 by_IN
128 setting_VBG
129 up_IN
130 strands_NNS
131 of_IN
132 DNA_NN
133 in_IN
134 the_DT
135 right_NN
136 way_NN
137 ,_,
138 they_PRP
139 can_MD
140 draw_NN
141 conclusion_NN
142 from_IN
143 a_DT
144 set_VBN
145 of_IN
146 logical_JJ
147 inference_NN
148 rules_NNS
149 [Ray_NN
150 and_CC
151 Mondal_NNP
152 ,_,
153 2011a_CD
154 ;_:
155 Ray_NN
156 and_CC
157 Mondal_NNP
158 ,_,
159 2011b]_CD
160 ._.
161 In_IN
162 this_DT
163 paper_NN
164 we_PRP
165 have_VB
166 performed_VBN
167 logical_JJ
168 reasoning_NN
169 by_IN
170 modus_NN
171 ponens_NNS
172 using_VBG
173 DNA_NN
174 strand_NN
175 algebra_NN
176 ,_,
177 which_WDT
178 can_MD
179 be_VB
180 defined_VBN
181 as_IN
182 a_DT
183 branch_NN
184 of_IN
185 process_NN
186 algebra_NN
187 ._.
188 The_DT
189 operations_NNS
190 of_IN
191 DNA_NN
192 strands_NNS
193 in_IN
194 present_NN
195 model_NN
196 are_VBP
197 based_VBN
198 on_IN
199 the_DT
200 mechanism_NN
201 of_IN
202 DNA_NN
203 strand_NN
204 displacement_NN
205 ._.
206 Process_NN
207 algebras_NNS
208 are_VBP
209 widely_RB
210 used_VBN
211 for_IN
212 defining_VBG
213 the_DT
214 formal_JJ
215 semantics_NNS
216 of_IN
217 concurrent_JJ
218 communicating_VBG
219 processes_NNS
220 ._.
221 Process_NN
222 calculi_NNS
223 provide_VB
224 a_DT
225 tool_NN
226 for_IN
227 the_DT
228 high-level_JJ
229 description_NN
230 of_IN
231 interactions_NNS
232 ,_,
233 communications_NNS
234 ,_,
235 and_CC
236 synchronizations_NNS
237 between_IN
238 a_DT
239 collection_NN
240 of_IN
241 independent_JJ
242 agents_NNS
243 or_CC
244 processes_NNS
245 ._.
246 They_PRP
247 also_RB
248 provide_VB
249 algebraic_NN
250 laws_NNS
251 that_WDT
252 allow_VB
253 process_NN
254 descriptions_NNS
255 to_TO
256 be_VB
257 manipulated_VBN
258 and_CC
259 analyzed_VBN
260 ,_,
261 and_CC
262 permit_NN
263 formal_JJ
264 reasoning_NN
265 about_IN
266 equivalences_NNS
267 between_IN
268 processes_NNS
269 ._.
270 The_DT
271 main_JJ
272 components_NNS
273 of_IN
274 DNA_NN
275 strand_NN
276 algebra_NN
277 are_VBP
278 DNA_NN
279 strands_NNS
280 ,_,
281 DNA_NN
282 gates_NNS
283 ,_,
284 and_CC
285 their_PRP$
286 interactions_NNS
287 ._.
288 Before_IN
289 going_VBG
290 in_IN
291 detail_NN
292 description_NN
293 of_IN
294 DNA_NN
295 strand_NN
296 algebra_NN
297 we_PRP
298 first_RB
299 have_VB
300 to_TO
301 know_VB
302 what_WP
303 is_VBZ
304 syntax_NN
305 and_CC
306 semantics_NNS
307 ._.
308 How_WRB
309 are_VBP
310 they_PRP
311 different_JJ
312 ?_.
313 [Cardelli_NNS
314 ,_,
315 2009_CD
316 ;_:
317 Cardelli_NNP
318 2013]_CD
319 A_DT
320 language_NN
321 is_VBZ
322 a_DT
323 set_VBN
324 of_IN
325 valid_JJ
326 sentences_NNS
327 ._.
328 The_DT
329 validity_NN
330 of_IN
331 language_NN
332 can_MD
333 be_VB
334 broken_VBN
335 down_IN
336 into_IN
337 two_CD
338 things_NNS
339 :_:
340 syntax_NN
341 and_CC
342 semantics_NNS
343 ._.
344 The_DT
345 term_NN
346 syntax_NN
347 refers_VBZ
348 to_TO
349 grammatical_JJ
350 structure_NN
351 of_IN
352 a_DT
353 language_NN
354 ,_,
355 rather_RB
356 than_IN
357 what_WP
358 they_PRP
359 refer_VB
360 to_TO
361 or_CC
362 mean_VB
363 ._.
364 Whereas_WRB
365 the_DT
366 term_NN
367 semantics_NNS
368 is_VBZ
369 concerned_VBN
370 to_TO
371 the_DT
372 meaning_VBG
373 of_IN
374 the_DT
375 vocabulary_NN
376 symbols_NNS
377 arranged_VBN
378 with_IN
379 that_WDT
380 structure_NN
381 ,_,
382 often_RB
383 in_IN
384 relation_NN
385 to_TO
386 their_PRP$
387 truth_NN
388 and_CC
389 falsehood_NN
390 ._.
391 Grammatical_NNP
392 (_-LRB-
393 syntactically_RB
394 )_-RRB-
395 valid_JJ
396 does_VBZ
397 not_RB
398 imply_VB
399 sensible_NN
400 (_-LRB-
401 semantically_RB
402 )_-RRB-
403 valid_JJ
404 ._.
405 In_IN
406 mathematics_NNS
407 ,_,
408 computer_NN
409 science_NN
410 and_CC
411 linguistics_NNS
412 ,_,
413 a_DT
414 formal_JJ
415 language_NN
416 is_VBZ
417 a_DT
418 set_VBN
419 of_IN
420 strings_NNS
421 of_IN
422 symbols_NNS
423 that_WDT
424 may_MD
425 be_VB
426 constrained_VBN
427 by_IN
428 rules_NNS
429 that_WDT
430 are_VBP
431 specific_NN
432 to_TO
433 it_PRP
434 ._.
435 In_IN
436 computer_NN
437 science_NN
438 ,_,
439 the_DT
440 process_NN
441 algebras_NNS
442 [Baeten_.
443 ,_,
444 2004_CD
445 ]_SYM
446 are_VBP
447 mathematically_RB
448 rigorous_JJ
449 languages_NNS
450 with_IN
451 well_RB
452 defined_VBN
453 semantics_NNS
454 that_WDT
455 permit_NN
456 describing_VBG
457 and_CC
458 verifying_VBG
459 properties_NNS
460 of_IN
461 concurrent_JJ
462 communicating_VBG
463 systems_NNS
464 ._.
465 Process_NN
466 calculi_NNS
467 provide_VB
468 a_DT
469 tool_NN
470 for_IN
471 the_DT
472 high-level_JJ
473 description_NN
474 of_IN
475 interactions_NNS
476 ,_,
477 communications_NNS
478 ,_,
479 and_CC
480 synchronizations_NNS
481 between_IN
482 a_DT
483 collection_NN
484 of_IN
485 independent_JJ
486 agents_NNS
487 or_CC
488 processes_NNS
489 ._.
490 They_PRP
491 also_RB
492 provide_VB
493 algebraic_NN
494 laws_NNS
495 that_WDT
496 allow_VB
497 process_NN
498 descriptions_NNS
499 to_TO
500 be_VB
501 manipulated_VBN
502 and_CC
503 analyzed_VBN
504 ,_,
505 and_CC
506 permit_NN
507 formal_JJ
508 reasoning_NN
509 about_IN
510 equivalences_NNS
511 between_IN
512 processes_NNS
513 ._.
514 
<DOCUMENT 6>
1 ERHS_NNS
2 Pre_NN
3 and_CC
4 post_NN
5 picture_NN
6 of_IN
7 UAA_.
8 preview_VB
9 days_NNS
10 ._.
11 Thank_VB
12 you_PRP
13 UAA_.
14 for_IN
15 a_DT
16 great_JJ
17 day_NN
18 ._.
19 #_#
20 UAAmazing_VBG
21 ERHS_NNS
22 students_NNS
23 attend_VB
24 UAA_.
25 preview_VB
26 days_NNS
27 -_:
28 let_VB
29 the_DT
30 fun_NN
31 begin_VB
32 !_.
33 #_#
34 UAAmazing_VBG
35 Selfies_.
36 with_IN
37 spirit_NN
38 at_IN
39 UAA_.
40 :_:
41 University_NNP
42 of_IN
43 Alaska_NNP
44 Anchorage_NNP
45 Spring_NN
46 Preview_NN
47 Day_NN
48 !_.
49 #uaamazing_VBG
50 http_NN
51 ://fb.me/5yAxSmtkn_.
52 #uaamazing_VBG
53 cuddy_NN
54 center_NN
55 bakery_NN
56 cart_NN
57 on_IN
58 T/Th_NN
59 ._.
60 these_DT
61 prices_NNS
62 ._.
63 Made_VBN
64 fresh_JJ
65 every_DT
66 morning_NN
67 ._.
68 UAA_.
69 Student_NN
70 Union_NNP
71 Gallery’s_.
72 Claybody_NN
73 Invitational_NNP
74 opens_VBZ
75 today_NN
76 featuring_VBG
77 #_#
78 UAAmazing_VBG
79 ceramics_NNS
80 from_IN
81 2015_CD
82 's_POS
83 school_NN
84 year_NN
85 http_NN
86 ://ow.ly/XEf83_.
87 ._.
88 he_PRP
89 only_RB
90 reason_NN
91 I_PRP
92 'm_VBP
93 going_VBG
94 to_TO
95 UAA_.
96 ._.
97 Thank_VB
98 you_PRP
99 scholarships_NNS
100 #uaamazing_VBG
101 Let_VB
102 me_PRP
103 hurry_NN
104 up_IN
105 &_CC
106 finish_NN
107 this_DT
108 HW..tonight_NN
109 @BreeNewsome_.
110 will_MD
111 be_VB
112 doing_VBG
113 a_DT
114 public_NN
115 lecture_NN
116 in_IN
117 Art_NN
118 150_CD
119 at_IN
120 7pm_.
121 ._.
122 #_#
123 UAAmazing_VBG
124 #_#
125 UAA_.
126 @BreeNewsome_.
127 @uaanchorage_NN
128 MLK_.
129 Student_NN
130 Appreciation_NN
131 Brunch_NNP
132 ._.
133 #_#
134 UAAmazing_VBG
135 #_#
136 BlackLivesMatter_NNP
137 https_NNS
138 ://www.instagram.com/p/BBLgb8wM5oX/_.
139 Just_RB
140 had_VBN
141 the_DT
142 pleasure_NN
143 of_IN
144 meeting_VBG
145 @BreeNewsome_.
146 @uaanchorage_NN
147 MLK_.
148 Student_NN
149 Appreciation_NN
150 Brunch_NNP
151 ._.
152 #_#
153 UAAmazing_VBG
154 Paying_VBG
155 less_RBR
156 than_IN
157 100_CD
158 for_IN
159 a_DT
160 semester_NN
161 of_IN
162 college_NN
163 ._.
164 :_:
165 )_-RRB-
166 #uaamazing_VBG
167 UAA_.
168 is_VBZ
169 having_VBG
170 a_DT
171 Star_NNP
172 Wars_NNS
173 night_NN
174 at_IN
175 the_DT
176 Commons_NNPS
177 ._.
178 But_CC
179 guys_NNS
180 ._.
181 The_DT
182 gravy_NN
183 ..._:
184 #_#
185 UAAmazing_VBG
186 when_WRB
187 u_NN
188 have_VB
189 to_TO
190 pay_NN
191 34.12_CD
192 for_IN
193 a_DT
194 semester_NN
195 of_IN
196 college_NN
197 ._.
198 :'_.
199 )_-RRB-
200 #blessup_NN
201 #_#
202 UAAmazing_VBG
203 UAA_.
204 :_:
205 fucking_VBG
206 me_PRP
207 over_IN
208 since_IN
209 day_NN
210 1_CD
211 #_#
212 UAAMAZING_VBG
213 knew_VBD
214 I_PRP
215 should_MD
216 've_VB
217 stayed_VBN
218 in_IN
219 Maryland_NNP
220 ._.
221 #_#
222 CSM_.
223 would_MD
224 n't_RB
225 have_VB
226 done_VBN
227 me_PRP
228 like_IN
229 this_DT
230 ._.
231 @WillowLeedy_NN
232 @camelovidov_NN
233 @Ch2KTUU_.
234 #_#
235 UAAmazing_VBG
236 @emilyjanaewood_NN
237 update_NN
238 :_:
239 I_PRP
240 paid_VBN
241 6_CD
242 for_IN
243 a_DT
244 2/3_CD
245 full_JJ
246 cup_NN
247 of_IN
248 soy_NN
249 milk_NN
250 ._.
251 #_#
252 UAAmazing_VBG
253 UAA_.
254 ,_,
255 where_WRB
256 you_PRP
257 have_VB
258 to_TO
259 drive_NN
260 around_IN
261 the_DT
262 lot_NN
263 for_IN
264 twenty_CD
265 minutes_NNS
266 just_RB
267 to_TO
268 find_VB
269 a_DT
270 goddamn_UH
271 parking_NN
272 spot_NN
273 ._.
274 #uaamazing_VBG
275 No_UH
276 damage_NN
277 has_VBZ
278 been_VBN
279 reported_VBN
280 to_TO
281 the_DT
282 @UAAParking_VBG
283 structures_NNS
284 -_:
285 if_IN
286 you_PRP
287 notice_NN
288 a_DT
289 problem_NN
290 ,_,
291 report_NN
292 it_PRP
293 right_NN
294 away_RB
295 ,_,
296 #_#
297 UAAmazing_VBG
298 ._.
299 I_PRP
300 feel_NN
301 like_IN
302 everyday_JJ
303 is_VBZ
304 pick_NN
305 on_IN
306 the_DT
307 freshman_NN
308 day_NN
309 here_RB
310 ._.
311 #_#
312 UAAmazing_VBG
313 Make_VB
314 lots_NNS
315 of_IN
316 money_NN
317 ._.
318 #_#
319 BeAnEngineer_NN
320 #_#
321 UAAmazing_VBG
322 I_PRP
323 swear_VB
324 this_DT
325 nigga_NN
326 behind_IN
327 me_PRP
328 getting_VBG
329 topped_VBN
330 off_IN
331 in_IN
332 class_NN
333 ._.
334 #_#
335 UAAmazing_VBG
336 UAA_.
337 Snaps_NNS
338 confirms_VBZ
339 my_PRP$
340 belief_NN
341 that_WDT
342 there_EX
343 is_VBZ
344 no_UH
345 hope_NN
346 in_IN
347 the_DT
348 future_NN
349 for_IN
350 most_RBS
351 of_IN
352 my_PRP$
353 peers_NNS
354 ._.
355 #_#
356 VapeLyfe_.
357 #BACgoingup_NN
358 #GPAgoingdown_NN
359 #_#
360 UAAmazing_VBG
361 @AKEPSCoR_NN
362 @UAFGI_.
363 dude_NN
364 's_POS
365 a_DT
366 beast_NN
367 !_.
368 #uaamazing_VBG
369 #_#
370 Alaska_NNP
371 #mountains_NNS
372 #sunrise_NN
373 #uaamazing_VBG
374 @uaaphotos_NNS
375 (_-LRB-
376 at_IN
377 UAA_.
378 Administration_NN
379 Building_VBG
380 )_-RRB-
381 ._.
382 It_PRP
383 's_POS
384 so_RB
385 frustrating_VBG
386 to_TO
387 not_RB
388 be_VB
389 able_JJ
390 to_TO
391 get_VB
392 parking_NN
393 because_IN
394 everyone_NN
395 parks_NNS
396 like_IN
397 they_PRP
398 've_VB
399 never_RB
400 driven_VBN
401 a_DT
402 car_NN
403 before_IN
404 ._.
405 #_#
406 UAAmazing_VBG
407 @crazy808lexi_NN
408 #_#
409 UAAmazing_VBG
410 #uaamazing_VBG
411 love_NN
412 these_DT
413 high_JJ
414 quality_NN
415 machines_NNS
416 ._.
417 Special_JJ
418 Announcement_NN
419 :_:
420 New_NNP
421 Hours_NNS
422 of_IN
423 Operation_NN
424 -_:
425 #_#
426 UAASHCC_.
427 #_#
428 UAAmazing_VBG
429 ._.
430 Make_VB
431 a_DT
432 plan_NN
433 to_TO
434 see_VB
435 this_DT
436 compelling_VBG
437 film_NN
438 ._.
439 Jan_NNP
440 20th_JJ
441 ,_,
442 Gorsuch_.
443 Commons_NNPS
444 ,_,
445 Jan_NNP
446 21st_.
447 in_IN
448 the_DT
449 SU_NNP
450 Den_NNP
451 ._.
452 #_#
453 UAASHCC_.
454 #_#
455 UAAmazing_VBG
456 Last_JJ
457 day_NN
458 of_IN
459 Lean_VB
460 Six_CD
461 Sigma_NNP
462 training_NN
463 !_.
464 #uaamazing_VBG
465 @uaaphotos_NNS
466 (_-LRB-
467 at_IN
468 UAA_.
469 -_:
470 University_NNP
471 Center_NNP
472 )_-RRB-
473 I_PRP
474 'm_VBP
475 glad_JJ
476 you_PRP
477 said_VBD
478 "hola_NN
479 "_``
480 walking_VBG
481 into_IN
482 class_NN
483 because_IN
484 otherwise_RB
485 I_PRP
486 would_MD
487 not_RB
488 have_VB
489 known_VBN
490 whether_IN
491 Spanish_JJ
492 meets_VBZ
493 in_IN
494 143A_CD
495 or_CC
496 143B._.
497 #_#
498 UAAmazing_VBG
499 Lol_NNP
500 150_CD
501 to_TO
502 rent_NN
